dates,Lake_City,Camden,Hillsboro,Phoenix_Area,Marshall,Subiaco,Hobart_Municipal_AP,Tucumcari_4_NE_,Death_Valley_National_Park,Hopewell,Neosho,Las_Animas,Blanding,Yosemite_National_Park_Area,Saluda,Clarksdale,Portales,Springerville,Ojai
2000-10-01,0.16,1.23,3.13,3.17,0.04,2.4,4.28,3.83,0.02,0.0,2.45,1.52,3.64,3.65,0.02,0.0,4.81,3.82,
2000-11-01,1.09,9.72,6.96,0.5,1.98,7.45,1.27,0.43,0.0,2.47,4.26,0.03,1.24,1.78,3.65,10.7,2.95,1.22,0.0
2000-12-01,1.42,5.76,2.87,0.0,1.3,3.09,0.88,0.84,0.0,1.78,1.24,0.4,0.68,0.68,1.52,3.04,0.58,0.1,
2001-01-01,0.86,3.47,3.0,1.77,2.33,2.76,1.09,0.67,1.03,2.51,3.14,0.9,1.76,6.16,2.16,4.18,1.47,0.85,6.9
2001-02-01,0.73,11.3,4.76,0.86,2.71,7.97,2.09,0.95,1.32,2.46,4.67,0.29,1.34,5.7,2.87,,0.21,0.4,7.29
2001-03-01,6.68,6.09,6.22,0.77,4.04,2.44,0.81,3.45,0.06,5.27,0.18,0.93,1.04,3.13,8.0,,1.86,0.27,
2001-04-01,0.95,3.31,1.21,1.06,2.15,2.23,0.97,0.1,0.02,1.95,1.48,0.93,1.28,3.32,1.16,,0.08,0.89,1.94
2001-05-01,2.08,7.18,4.01,0.02,2.47,5.81,8.46,2.82,0.01,1.3,3.23,4.23,0.48,0.07,2.45,,1.32,1.09,0.02
2001-06-01,5.13,1.73,0.78,0.01,5.29,3.13,0.53,1.76,0.0,5.78,5.81,2.94,0.3,0.0,6.21,,0.76,0.09,
2001-07-01,6.65,2.15,0.9,0.67,8.56,2.57,0.06,0.67,0.25,3.79,3.35,3.53,1.05,0.26,2.52,4.1,1.54,2.62,0.03
2001-08-01,6.06,2.81,3.02,0.46,3.68,3.36,3.63,2.83,0.0,5.43,2.08,0.26,2.14,0.0,1.2,2.34,1.62,2.42,0.0
2001-09-01,9.95,4.68,3.1,0.0,3.42,4.26,2.32,0.19,0.0,0.91,4.11,1.03,0.03,0.3,2.47,1.21,2.34,1.37,0.0
2001-10-01,0.37,7.43,4.33,0.02,0.66,4.04,0.13,0.15,0.0,0.81,5.13,0.0005,0.34,0.9,0.74,11.26,0.74,0.07,0.31
2001-11-01,0.99,5.54,3.63,0.2,0.63,2.81,1.27,1.57,0.01,0.42,3.79,0.47,1.43,8.25,1.43,4.28,0.82,1.67,3.54
2001-12-01,1.86,8.47,4.58,0.88,2.29,8.23,0.14,0.34,0.0005,2.24,2.97,0.26,1.17,10.98,1.71,11.23,0.03,0.54,1.63
2002-01-01,5.73,2.84,0.55,0.05,4.01,4.81,0.16,0.54,0.0,3.61,3.11,0.34,0.16,2.22,4.05,5.84,0.71,0.96,1.21
2002-02-01,1.02,2.19,2.64,0.0,0.8,1.32,0.58,0.16,0.0,1.21,1.1,0.03,0.0005,1.91,2.58,3.31,0.01,0.0,0.34
2002-03-01,6.83,11.1,2.26,0.08,4.93,10.02,1.23,0.32,0.2,3.95,2.9,0.1,0.85,4.03,5.88,11.55,1.27,0.14,
2002-04-01,2.97,3.0,1.63,0.06,1.02,5.0,3.23,0.53,0.0,3.6,4.51,0.21,0.07,1.83,1.55,3.91,0.2,0.15,0.06
2002-05-01,2.71,,5.76,0.0,4.43,5.7,0.84,0.65,0.0,2.33,10.78,0.33,0.02,1.75,5.39,10.19,0.0005,0.0,0.13
2002-06-01,4.49,2.44,1.24,0.0005,2.96,2.43,1.94,0.67,0.0,3.73,4.85,0.65,0.01,0.1,,0.71,0.85,0.0005,0.04
2002-07-01,8.25,4.75,1.83,1.18,4.63,6.48,2.46,4.38,0.06,1.72,3.36,0.08,0.04,0.0,0.81,6.12,1.49,3.95,0.0
2002-08-01,5.45,2.65,0.0,0.0005,1.06,4.74,0.79,0.72,0.0,3.93,2.22,2.32,0.5,0.0,3.46,3.67,5.65,1.98,0.0
2002-09-01,3.31,2.31,2.83,0.5,2.88,2.18,3.43,4.0,0.0,4.07,4.08,1.89,2.9,0.51,3.94,7.66,1.95,3.66,0.01
2002-10-01,2.83,3.86,7.14,0.37,3.54,2.16,5.83,1.2,0.05,7.37,3.71,1.11,1.78,0.23,2.64,7.74,2.99,0.81,0.0
2002-11-01,3.78,2.73,0.58,0.42,3.67,1.78,0.7,1.49,0.02,4.54,0.62,0.08,0.73,7.63,4.11,4.61,0.29,0.28,6.61
2002-12-01,5.97,7.96,5.76,0.16,4.07,5.2,2.15,0.73,0.15,4.98,,0.54,0.83,11.85,4.76,3.23,1.08,0.96,4.11
2003-01-01,2.15,0.25,0.56,0.57,2.1,0.39,0.0005,0.01,0.0005,2.78,0.46,0.07,0.44,0.91,1.88,0.94,0.0,0.05,0.0005
2003-02-01,6.69,7.42,3.31,3.15,4.24,3.56,0.59,0.64,1.16,,3.31,0.41,3.53,2.88,5.01,6.57,0.37,0.99,
2003-03-01,14.06,1.87,1.15,0.51,3.32,1.97,0.6,1.25,0.05,5.45,4.41,0.82,1.61,2.83,10.63,,0.25,0.45,
2003-04-01,2.53,1.49,1.75,0.17,3.55,1.28,2.62,0.69,0.63,5.58,3.04,0.65,0.08,7.29,7.64,2.41,0.02,0.05,
2003-05-01,2.78,3.84,1.56,0.0,6.88,4.4,3.16,1.88,0.01,6.98,4.46,2.0,0.46,2.72,8.54,6.46,0.77,0.0005,
2003-06-01,11.97,5.33,4.29,0.0,4.62,3.71,9.72,3.99,0.0,5.72,9.35,3.23,0.14,0.0,5.83,,4.18,0.42,
2003-07-01,6.03,3.21,0.44,0.61,5.75,1.52,0.14,0.53,0.05,7.87,3.88,0.55,0.22,0.61,8.93,3.98,0.0,1.9,0.0005
2003-08-01,6.5,4.61,3.65,0.51,2.43,3.4,4.7,4.26,0.15,7.6,4.67,0.4,1.25,0.9,6.3,,0.38,3.08,0.0
2003-09-01,3.32,5.71,4.99,0.25,3.28,2.35,0.75,0.3,0.0,13.0,2.98,0.84,1.57,0.12,1.96,3.88,0.83,1.11,0.0
2003-10-01,4.0,1.62,6.34,0.21,1.06,2.2,0.99,0.96,0.0,2.68,2.56,0.14,1.03,0.05,2.42,1.78,0.59,0.95,0.04
2003-11-01,1.56,3.55,1.49,0.65,4.85,5.85,0.63,0.92,0.67,4.22,3.19,0.13,1.55,2.75,1.68,2.92,0.25,0.44,2.37
2003-12-01,1.8,2.71,0.97,0.19,2.5,2.87,0.31,0.22,0.24,4.87,3.15,0.05,0.58,10.15,2.47,,0.02,0.25,2.17
2004-01-01,2.06,3.22,4.91,0.82,1.42,2.07,0.55,0.07,0.0,1.62,3.85,0.27,1.24,2.94,2.2,4.81,0.18,0.31,0.63
2004-02-01,5.76,5.53,4.07,1.02,3.13,2.23,1.44,0.59,0.85,5.85,1.05,0.19,2.51,8.46,5.58,3.8,1.13,0.22,7.3
2004-03-01,1.47,5.96,1.9,1.28,3.71,3.27,4.04,0.94,0.04,2.0,6.58,0.37,0.2,,1.01,4.18,1.42,0.72,0.68
2004-04-01,1.02,3.19,7.25,0.9,3.77,9.36,2.85,3.73,0.11,5.76,5.98,4.07,1.65,0.54,1.37,5.8,2.97,1.56,0.46
2004-05-01,1.79,11.43,,0.0,3.22,2.41,0.23,0.29,0.0,3.63,4.7,0.0005,0.0,1.05,2.29,5.45,0.31,0.0,0.0
2004-06-01,8.09,7.26,5.75,0.0,4.6,5.84,6.82,1.87,0.16,10.06,6.38,4.35,0.11,0.07,7.2,7.18,3.0,0.29,0.0
2004-07-01,9.04,4.36,2.08,0.59,4.21,6.66,3.33,2.27,0.0,9.56,10.29,2.73,0.57,,3.19,1.02,3.08,1.86,0.0
2004-08-01,8.39,3.32,3.03,0.36,2.47,3.5,2.32,2.75,0.33,18.42,1.07,3.4,0.26,0.0,3.27,1.92,3.5,2.48,0.0
2004-09-01,28.01,0.88,0.62,0.15,10.22,0.22,1.32,3.98,0.53,4.34,0.67,0.96,3.03,0.25,9.03,0.23,4.26,0.67,0.0
2004-10-01,2.03,7.63,10.03,0.78,1.69,8.85,7.11,2.78,0.14,2.14,4.78,0.47,1.21,6.69,0.95,5.78,4.66,0.64,5.76
2004-11-01,3.49,10.14,10.11,0.52,3.18,8.51,4.85,2.32,0.78,3.55,7.58,1.12,2.13,1.64,3.24,6.82,2.54,1.4,0.08
2004-12-01,4.21,3.78,0.75,1.56,2.49,1.8,0.69,0.39,1.31,2.36,1.62,0.13,2.48,4.34,1.26,,0.33,0.88,9.36
2005-01-01,1.95,5.14,2.87,1.85,1.97,5.29,1.81,1.33,1.84,,7.49,0.36,4.96,11.0,2.39,5.11,1.14,1.46,16.58
2005-02-01,4.12,2.15,2.47,3.01,2.64,2.16,0.6,1.1,1.26,1.29,2.63,0.49,3.02,6.07,4.95,,0.29,1.13,10.3
2005-03-01,7.2,2.43,3.3,0.36,2.96,2.9,0.09,1.16,0.2,2.51,1.42,1.18,1.31,,4.32,,1.14,0.71,3.08
2005-04-01,5.3,3.76,1.51,0.12,4.82,3.54,0.22,2.33,0.05,2.99,2.93,1.06,1.2,,3.31,5.13,0.41,0.64,0.67
2005-05-01,3.82,3.68,3.27,0.0005,2.67,2.15,2.14,2.35,0.0005,2.48,4.49,0.81,0.6,,4.0,1.07,0.49,0.02,1.11
2005-06-01,12.45,2.63,1.51,0.0005,4.7,6.18,1.41,0.14,0.0,1.64,3.36,2.0,0.46,,9.44,0.72,0.35,0.08,
2005-07-01,6.03,3.65,0.6,0.16,6.06,3.23,3.69,2.98,0.0,5.95,6.03,0.55,1.16,0.0,7.06,,1.55,0.82,0.0
2005-08-01,7.15,1.89,2.79,1.21,4.2,1.94,7.51,4.46,0.39,3.38,1.47,1.58,0.59,0.31,5.66,2.75,5.46,3.11,0.0
2005-09-01,2.84,5.7,3.5,0.16,1.06,7.54,4.5,4.28,0.76,0.21,4.51,0.22,1.68,0.6,0.28,3.18,1.05,1.08,0.37
2005-10-01,2.53,0.0,0.32,0.17,0.92,0.16,2.19,0.56,0.22,4.14,1.13,3.16,1.23,0.77,3.96,0.4,1.32,0.91,1.18
2005-11-01,1.33,3.13,1.22,0.0,4.26,2.6,0.0005,0.0005,0.01,3.38,2.35,0.11,0.19,,1.91,2.69,0.06,0.0005,1.26
2005-12-01,6.88,0.69,0.51,0.0,1.64,0.37,0.18,0.0005,0.0,5.65,0.25,0.16,0.13,,4.31,2.57,0.01,0.0005,1.8
2006-01-01,4.09,6.45,2.55,0.0,3.37,3.63,0.2,0.09,0.06,4.3,1.62,0.55,0.99,,3.26,10.78,0.0,0.18,5.48
2006-02-01,5.19,4.33,1.76,0.0,2.74,0.94,0.0005,0.0005,0.04,1.64,0.34,0.01,0.05,4.2,3.8,4.66,0.25,0.0005,4.16
2006-03-01,0.61,5.54,2.61,1.56,2.54,4.34,2.25,0.18,0.24,1.41,2.4,1.0,2.46,8.9,1.65,3.36,1.02,0.43,4.84
2006-04-01,1.31,1.87,2.57,0.0005,5.87,4.96,0.5,0.72,0.24,2.91,7.59,0.3,0.21,,1.99,6.08,0.59,0.33,5.39
2006-05-01,2.19,1.46,1.06,0.0005,3.11,2.8,4.04,1.14,0.01,2.84,8.15,1.05,0.02,,3.34,5.2,0.5,0.31,1.2
2006-06-01,9.21,1.44,2.59,0.0005,5.54,5.3,2.38,1.72,0.0005,7.27,2.25,0.46,0.32,0.0,4.46,1.07,1.72,0.37,0.0
2006-07-01,10.38,4.82,2.41,1.29,5.16,1.12,0.45,3.22,0.11,5.19,2.86,4.33,0.66,,3.01,1.39,1.14,,0.03
2006-08-01,,1.3,1.57,1.26,6.08,5.21,1.5,5.1,0.0,2.4,3.07,3.23,1.38,0.0,,3.07,8.41,4.33,0.0
2006-09-01,5.58,3.96,2.37,0.78,6.75,4.2,,1.42,0.52,8.81,5.79,3.67,1.15,0.0,4.61,,1.36,0.89,0.03
2006-10-01,1.36,3.43,3.31,0.22,1.83,6.43,4.23,1.08,0.2,10.18,1.03,3.05,3.64,,3.16,3.36,1.36,2.0,0.23
2006-11-01,1.47,3.19,1.03,0.0005,2.98,8.28,0.86,0.14,0.0,8.11,4.15,0.13,0.15,,4.47,10.85,0.06,0.25,0.11
2006-12-01,3.74,7.27,4.16,0.34,1.11,5.72,2.32,1.51,0.06,1.61,3.49,3.31,0.75,,3.67,7.49,2.4,0.33,0.94
2007-01-01,5.26,9.3,4.11,0.49,2.82,5.82,1.37,0.75,0.02,2.43,5.98,0.44,0.61,0.47,4.59,7.84,1.13,0.56,2.39
2007-02-01,1.76,2.27,1.23,0.4,1.48,1.98,0.66,0.18,0.14,2.37,2.03,0.18,0.46,,2.66,,0.12,0.58,2.1
2007-03-01,2.03,2.58,12.04,0.83,2.83,2.06,1.67,,0.08,2.23,3.7,0.26,0.29,,3.95,4.11,3.17,0.11,0.22
2007-04-01,1.08,6.13,2.05,0.21,1.55,3.36,2.22,0.82,0.07,4.62,4.58,1.87,1.32,,1.3,4.78,0.51,0.16,0.82
2007-05-01,,4.03,9.26,0.0005,1.8,2.45,2.32,0.81,0.0,4.48,5.9,2.27,1.14,0.67,1.61,5.9,3.84,0.51,0.0
2007-06-01,6.13,1.41,11.23,0.0,3.76,3.09,4.16,,0.0,4.24,9.11,3.05,0.38,0.0,2.79,1.97,4.08,0.36,0.0
2007-07-01,5.57,9.97,1.92,0.36,4.25,4.21,1.57,0.81,0.0005,5.09,4.06,0.8,1.05,,,5.89,1.28,3.33,0.0
2007-08-01,5.29,0.42,1.37,0.31,1.96,1.14,4.22,1.25,0.01,,3.62,1.2,1.16,0.02,2.6,1.54,0.85,5.4,0.0
2007-09-01,5.45,3.84,5.1,0.07,1.27,3.63,1.24,0.47,0.63,1.15,4.5,1.52,1.94,,3.46,2.57,1.97,0.98,0.61
2007-10-01,3.49,6.44,1.34,0.04,1.18,4.49,3.61,0.73,0.0,3.56,7.24,0.47,1.09,,2.09,4.32,0.02,0.15,0.32
2007-11-01,0.82,2.23,1.81,1.25,1.02,0.76,0.01,0.24,0.0005,0.67,0.66,0.03,1.01,0.0,1.21,1.29,0.24,0.06,0.11
2007-12-01,2.21,5.39,1.6,1.09,3.03,6.41,1.28,1.13,0.55,3.95,3.4,0.36,2.84,,5.21,5.04,0.73,2.09,1.1
2008-01-01,3.26,2.09,0.84,1.58,1.59,0.64,0.01,0.05,0.38,,1.55,,3.33,,3.32,2.57,0.04,0.98,9.11
2008-02-01,4.21,4.83,2.05,0.39,3.28,3.75,1.0,0.03,0.0005,3.24,5.46,0.26,3.31,,4.31,3.99,0.4,0.67,1.93
2008-03-01,4.38,3.0,5.87,0.0,4.25,13.98,2.66,0.21,0.0,3.08,7.97,0.73,0.08,,3.98,5.31,0.11,0.0005,0.02
2008-04-01,4.7,5.52,5.57,0.0,2.59,7.74,2.57,0.78,0.0,9.27,11.76,0.57,0.66,,4.14,7.34,0.37,0.0,0.08
2008-05-01,1.57,2.87,3.13,0.45,2.53,3.58,1.09,2.5,0.01,6.97,7.65,0.47,0.71,,3.09,12.13,1.26,1.14,0.13
2008-06-01,8.86,2.24,0.2,0.0005,4.72,7.24,1.25,2.04,0.0,1.07,8.77,0.64,0.74,,0.46,1.89,0.81,0.31,0.0
2008-07-01,6.77,1.1,1.98,2.15,2.78,3.25,2.96,5.64,0.04,3.39,1.94,1.79,1.64,,2.68,2.43,3.16,2.81,0.0
2008-08-01,12.71,10.95,1.64,3.55,5.92,6.81,2.32,3.61,0.0,,6.33,4.57,1.55,0.0,3.49,5.49,,2.29,0.02
2008-09-01,3.41,8.5,0.41,0.0005,1.25,9.35,0.85,0.58,0.0,7.42,7.06,0.45,0.32,0.03,2.53,5.29,1.81,1.24,0.0
2008-10-01,1.12,2.54,3.92,0.0005,1.11,3.44,2.42,2.91,0.15,,2.3,4.27,0.56,,2.85,4.72,2.31,1.32,0.1
2008-11-01,0.8,2.12,1.44,0.49,1.28,2.55,0.2,0.09,0.61,3.86,1.13,0.21,0.98,,4.75,2.7,0.04,0.41,2.36
2008-12-01,2.06,3.19,1.35,0.97,4.33,2.05,0.04,0.22,0.04,3.34,2.65,0.05,3.02,,5.57,6.0,0.05,,2.21
2009-01-01,3.64,2.86,,0.15,3.04,3.39,0.0005,0.0,0.03,1.86,0.8,0.0005,0.36,,1.92,2.83,0.0,,0.89
2009-02-01,1.31,1.88,1.07,1.32,1.81,1.9,0.29,0.68,1.36,0.63,2.23,0.3,0.82,,2.07,,0.45,0.21,4.97
2009-03-01,1.83,6.2,6.6,0.0005,2.55,3.84,2.02,0.91,0.0,5.51,3.1,0.74,0.03,,6.89,5.38,,0.32,0.55
2009-04-01,9.34,4.76,6.06,0.19,2.51,4.75,2.67,0.66,0.0,3.52,3.78,1.47,0.55,,3.71,5.33,0.4,0.13,0.16
2009-05-01,7.77,11.96,3.0,0.25,6.16,10.69,2.46,1.32,0.0,4.89,5.25,1.8,2.21,,6.98,13.3,0.73,1.03,0.02
2009-06-01,0.86,1.93,0.21,0.02,6.66,3.16,2.59,0.63,0.57,4.39,4.67,3.18,0.35,,3.03,,1.87,0.73,0.13
2009-07-01,5.53,7.87,3.04,0.4,3.93,2.96,3.24,2.48,0.02,2.85,6.58,2.55,1.11,0.0,3.26,7.64,,2.04,0.0
2009-08-01,6.44,1.2,1.24,0.29,3.8,3.84,0.91,2.81,0.02,3.91,5.83,2.06,0.05,0.0,4.84,1.2,1.85,1.83,0.0
2009-09-01,2.16,11.83,8.01,0.16,5.35,12.02,4.49,0.25,0.0,2.39,7.85,0.87,1.33,,3.73,7.45,2.52,3.46,0.0
2009-10-01,1.45,22.39,12.67,0.0005,3.23,9.74,2.77,1.71,0.0005,2.42,11.33,3.06,0.84,0.0,7.1,11.25,2.54,0.47,3.7
2009-11-01,1.84,1.89,1.35,0.01,3.86,2.04,0.21,,0.03,9.39,0.86,0.56,0.5,0.0,5.53,2.68,0.05,0.1,0.02
2009-12-01,5.05,7.34,1.81,0.47,5.59,2.91,,0.56,0.04,9.46,2.3,0.6,3.2,,8.58,7.72,0.68,0.61,3.63
2010-01-01,5.22,4.29,4.22,2.43,2.77,3.78,,0.99,1.56,2.93,1.98,0.85,4.28,,5.57,6.84,1.6,0.94,6.72
2010-02-01,3.72,5.07,3.1,1.36,2.69,2.92,,1.19,1.53,5.06,1.15,0.74,1.75,,3.55,3.46,1.04,0.74,4.47
2010-03-01,3.73,1.5,4.23,1.09,2.59,3.11,0.47,1.27,0.02,,5.19,2.07,1.53,2.79,3.96,2.93,0.81,0.35,0.37
2010-04-01,1.34,3.22,3.39,0.04,2.74,2.26,2.4,0.63,0.09,1.78,1.71,2.2,0.84,,1.2,5.28,1.4,0.51,2.38
2010-05-01,10.33,2.13,1.86,0.0,2.15,4.81,1.04,0.3,0.0005,4.79,11.37,1.25,0.05,0.0,2.85,5.76,1.45,0.3,0.16
2010-06-01,3.87,2.02,6.29,0.0005,2.41,1.32,1.56,1.26,0.0,1.89,2.46,1.19,0.13,0.0,3.63,2.93,1.36,,0.0
2010-07-01,4.92,2.02,4.41,1.97,5.49,6.82,13.77,3.93,0.01,2.13,9.23,3.63,1.1,0.0,0.69,2.86,3.48,4.57,0.01
2010-08-01,7.4,1.67,1.24,0.38,3.7,0.14,0.38,2.42,0.0005,5.79,0.85,2.3,1.42,0.0,9.0,5.86,3.45,2.18,0.0
2010-09-01,4.53,1.98,8.11,0.13,4.83,4.3,1.68,0.93,0.0,6.96,11.57,0.84,1.11,0.0,1.67,1.28,0.62,0.14,0.0
2010-10-01,0.02,1.4,0.9,0.66,2.17,1.58,1.64,0.94,0.13,4.01,0.91,0.0005,1.18,1.86,2.15,2.9,1.14,0.32,2.15
2010-11-01,1.04,5.39,1.53,0.01,1.62,3.42,1.63,0.12,0.02,1.32,3.78,0.06,0.37,,1.37,4.96,0.69,0.03,1.67
2010-12-01,1.3,0.82,1.2,1.07,4.74,1.88,0.15,0.27,0.47,5.22,0.29,0.26,3.04,,2.05,1.86,0.03,0.4,8.63
2011-01-01,6.37,2.89,3.28,0.04,2.03,1.05,0.06,0.0005,0.08,1.65,2.16,0.09,0.07,,2.44,3.26,0.0,0.0005,0.55
2011-02-01,4.54,3.64,2.65,0.66,2.42,3.72,0.25,0.39,0.14,1.01,4.98,0.2,0.21,,2.99,,0.07,0.43,4.09
2011-03-01,4.33,2.25,0.06,0.06,6.06,1.88,0.02,0.75,0.1,4.47,2.97,0.43,0.32,11.74,5.95,,0.0,0.08,6.32
2011-04-01,2.87,10.29,1.61,0.27,3.53,10.6,0.16,,0.0,,12.11,0.17,1.23,1.44,2.89,9.5,0.0,0.1,0.16
2011-05-01,1.05,2.76,2.27,0.01,5.44,6.92,5.47,0.03,0.07,3.9,12.38,0.69,0.65,2.17,3.04,2.51,0.03,0.04,0.97
2011-06-01,,1.08,0.29,0.0,6.57,0.41,0.43,0.18,0.0,,1.1,,0.05,,3.97,7.79,0.95,0.15,0.24
2011-07-01,6.53,2.03,0.0,1.41,2.34,0.67,0.38,1.42,0.27,7.97,1.34,0.97,1.3,0.0,1.06,3.22,1.54,4.07,0.0
2011-08-01,10.83,3.51,0.09,0.17,0.86,7.12,0.54,1.21,0.53,8.05,4.84,1.22,0.77,,1.68,5.0,1.59,,0.0
2011-09-01,6.03,1.38,1.26,0.02,5.71,1.15,0.46,,0.09,11.13,6.89,0.47,1.48,3.42,4.48,3.82,,2.1,0.01
2011-10-01,2.8,1.54,4.77,0.11,1.63,3.07,3.63,,0.0,2.86,1.65,0.14,1.07,,2.14,3.76,1.18,1.32,1.16
2011-11-01,1.8,5.3,2.04,0.81,4.38,11.96,3.78,0.01,0.01,,7.4,0.89,0.9,1.07,2.43,,0.1,0.66,1.78
2011-12-01,1.81,8.67,4.23,1.1,4.57,5.62,1.53,1.77,0.03,2.3,2.87,1.23,1.6,0.0,2.02,6.43,1.88,,0.25
2012-01-01,1.21,2.58,5.47,0.0005,3.31,4.89,0.79,0.0,0.02,1.88,0.62,0.14,0.96,4.98,2.45,2.69,0.0,0.15,1.19
2012-02-01,2.27,2.85,2.81,0.0005,1.6,2.1,0.38,,0.01,3.66,1.43,0.07,1.3,0.9,3.73,3.17,0.39,0.06,0.11
2012-03-01,3.26,9.2,5.96,0.25,4.37,8.19,4.27,0.09,0.0,2.05,7.63,0.27,0.28,,2.04,5.78,0.18,0.42,3.46
2012-04-01,2.9,3.68,3.32,0.08,5.33,2.32,5.26,0.18,0.23,2.89,5.72,1.55,0.23,4.45,0.73,3.29,0.0,0.04,2.33
2012-05-01,9.74,0.3,1.82,0.03,3.73,0.81,1.56,1.94,0.0005,5.51,2.14,0.33,0.01,0.33,2.64,1.29,0.52,0.0,0.03
2012-06-01,22.5,2.05,3.61,0.0,2.23,0.79,2.77,0.93,0.0,2.87,1.65,0.1,0.03,,3.5,2.96,1.13,0.27,0.0
2012-07-01,6.29,5.33,2.51,0.96,5.72,1.83,0.43,0.33,0.06,,0.45,0.4,1.36,0.01,5.29,3.55,1.41,2.95,0.0
2012-08-01,10.13,5.6,1.6,1.45,2.04,2.02,0.4,0.97,0.74,5.41,2.99,0.57,1.18,,4.78,3.65,2.6,2.91,0.0
2012-09-01,4.59,6.83,3.81,0.59,4.26,3.96,2.66,1.42,0.0,5.13,6.46,2.02,1.32,0.0,2.36,,1.16,0.58,0.0
2012-10-01,0.98,2.84,0.48,0.0005,4.01,1.76,0.09,0.38,0.59,3.94,6.59,0.42,0.31,,0.46,4.7,0.54,0.02,0.87
2012-11-01,0.15,1.98,0.04,0.05,0.77,0.74,0.82,0.0,0.0005,0.21,1.12,0.0005,0.17,,1.6,2.29,0.07,0.04,2.43
2012-12-01,3.96,5.55,1.21,0.87,2.42,3.63,0.45,0.5,0.02,2.87,1.83,0.0005,1.02,,4.79,5.33,0.31,0.6,2.14
2013-01-01,0.98,6.14,5.31,1.39,7.05,4.75,0.68,0.4,0.17,6.96,3.6,0.0005,1.59,,3.46,11.05,0.59,0.18,1.4
2013-02-01,7.61,4.59,1.13,0.31,2.1,3.76,2.66,0.88,0.0,3.14,2.9,0.02,0.59,,5.77,3.88,0.73,0.61,0.19
2013-03-01,6.33,3.53,1.11,0.85,3.81,4.97,0.14,0.0,0.57,4.44,2.96,0.56,0.99,,3.94,4.75,0.06,0.18,1.33
2013-04-01,4.66,5.48,2.96,0.06,4.97,4.11,2.38,0.01,0.0005,4.59,6.11,0.29,0.23,1.64,4.79,7.26,0.02,0.12,0.06
2013-05-01,3.91,3.33,4.51,0.0,4.23,4.71,3.04,0.82,0.0,4.34,6.62,0.17,0.2,,2.82,7.62,1.7,0.02,0.23
2013-06-01,8.97,3.8,1.47,0.0,6.59,3.16,1.29,1.13,0.0,8.76,3.59,3.13,0.0005,0.16,4.36,3.35,5.02,0.1,0.0
2013-07-01,9.78,3.04,3.57,1.77,11.38,7.6,3.78,1.23,0.75,5.24,5.95,2.24,1.6,,9.22,2.79,1.41,4.59,0.01
2013-08-01,6.81,0.23,0.13,0.36,5.34,4.28,1.53,,0.07,6.1,4.13,0.89,1.64,,7.25,,3.76,6.28,0.0
2013-09-01,2.86,3.81,5.42,0.86,4.48,2.95,2.8,,0.23,1.3,2.62,0.71,2.57,,1.47,7.94,3.63,2.65,0.0
2013-10-01,0.42,7.34,5.78,0.0005,0.99,,3.13,,0.0,5.56,4.52,0.49,1.37,,0.19,7.27,0.14,,0.25
2013-11-01,2.93,4.58,2.51,2.43,2.64,,1.6,,0.38,2.72,3.1,0.51,2.19,,3.02,4.46,0.92,0.52,0.67
