,dates,Lake_City,Camden,Hillsboro,Phoenix_Area,Marshall,Subiaco,Hobart_Municipal_AP,Tucumcari_4_NE_,Death_Valley_National_Park,Hopewell,Neosho,Las_Animas,Blanding,Yosemite_National_Park_Area,Saluda,Clarksdale,Portales,Springerville,Ojai
329,1946-04-01,2.04,4.05,3.37,0.04,4.6,8.45,1.59,0.12,0.03,2.96,4.34,0.24,2.06,0.26,4.55,3.61,0.23,0.09,0.21
330,1946-05-01,4.86,7.66,5.19,0.0,5.61,7.82,3.91,0.76,0.0,7.68,8.66,2.18,0.44,1.23,4.32,12.24,0.06,0.0005,0.11
331,1946-06-01,,2.15,2.37,0.0,1.99,3.28,1.87,0.27,0.0,8.42,2.03,1.77,0.11,0.0,1.61,3.06,1.19,0.24,0.0
332,1946-07-01,8.76,4.2,0.55,2.56,4.62,3.26,0.35,0.78,0.0005,3.56,1.37,0.48,0.93,0.29,4.53,5.74,0.7,2.35,0.24
333,1946-08-01,5.82,1.53,0.97,2.01,4.12,0.96,2.97,1.88,0.65,3.79,2.82,2.96,1.16,0.0,4.59,0.38,4.39,3.74,0.0
334,1946-09-01,4.69,0.27,3.98,2.88,0.88,2.64,1.18,1.88,0.0005,1.96,2.1,0.06,1.21,0.34,3.82,2.46,2.29,3.93,0.0
335,1946-10-01,2.65,4.63,1.1,0.05,2.74,2.13,0.24,1.29,0.0005,3.04,1.05,1.07,1.41,2.6,6.59,2.83,4.05,0.4,0.44
336,1946-11-01,0.7,8.78,3.31,0.58,1.2,10.51,2.07,1.21,1.5,2.04,7.4,1.19,1.64,8.81,3.11,6.55,0.68,0.64,7.9
337,1946-12-01,0.51,1.8,2.9,0.45,2.3,6.79,,0.0005,1.18,2.22,3.17,0.0005,0.7,6.04,1.6,2.61,0.42,0.22,3.56
338,1947-01-01,3.99,3.81,3.83,0.03,6.74,0.93,,0.29,0.0,3.59,0.82,0.1,0.41,1.67,6.24,8.79,0.68,0.29,0.55
339,1947-02-01,5.22,1.68,1.21,0.1,1.85,0.46,,0.0005,0.0005,1.56,0.43,0.28,0.61,2.28,1.12,1.31,0.1,0.0005,0.62
340,1947-03-01,5.35,7.26,2.33,0.0005,2.1,1.9,0.21,0.59,0.03,1.59,2.9,0.92,0.21,3.85,5.63,4.82,0.58,0.48,1.79
341,1947-04-01,1.7,5.05,3.96,0.0005,2.42,6.64,5.19,0.62,0.1,1.52,12.28,0.85,0.13,1.6,3.34,4.83,1.74,0.0005,0.03
342,1947-05-01,7.13,7.78,3.06,0.38,1.4,4.51,,5.02,0.0005,2.43,4.54,3.85,1.7,1.23,,6.94,3.37,0.74,0.44
343,1947-06-01,3.97,1.99,3.11,0.0,5.72,2.89,4.21,0.0,0.0,7.02,4.33,2.52,0.84,0.38,2.69,2.52,0.08,0.11,0.01
344,1947-07-01,7.74,,0.1,0.13,4.12,,1.7,1.28,0.0,2.48,1.65,0.56,0.41,0.0,1.92,1.17,,2.91,0.0
345,1947-08-01,3.58,4.42,4.28,1.21,5.84,2.54,,1.38,0.0005,1.65,0.7,1.35,3.46,0.0005,3.92,0.99,,5.42,0.02
346,1947-09-01,12.94,,1.2,0.39,1.22,3.74,,0.02,0.0,4.99,3.57,0.1,0.62,0.48,3.59,0.66,,1.06,0.0005
347,1947-10-01,14.45,2.38,2.16,0.06,2.2,3.84,,0.15,0.18,1.61,1.1,0.07,2.32,4.64,5.02,1.32,,1.28,0.07
348,1947-11-01,9.01,5.52,1.01,0.6,3.76,3.12,,0.67,0.0005,6.37,2.1,0.1,1.1,1.5,8.65,7.94,,0.65,0.0005
349,1947-12-01,6.93,2.61,1.79,0.32,1.36,3.49,,0.96,0.54,1.27,2.18,0.81,2.02,1.13,4.6,3.02,,0.57,0.82
350,1948-01-01,4.55,,,0.0005,2.45,4.42,1.23,1.0,0.0,3.64,0.71,0.82,0.26,2.24,4.96,5.47,0.51,0.56,0.0
351,1948-02-01,1.85,4.45,,1.09,3.84,5.85,1.69,1.84,0.0,1.88,2.48,0.7,1.25,4.51,5.45,9.79,1.11,2.34,1.76
352,1948-03-01,12.61,8.04,,0.16,3.57,3.12,2.36,1.55,,3.89,4.55,1.86,0.98,7.75,8.45,9.7,0.39,1.42,3.78
353,1948-04-01,4.52,4.73,,0.0,1.3,5.76,0.61,0.13,0.04,4.68,1.59,0.22,0.29,9.73,2.55,5.19,0.19,0.1,2.81
354,1948-05-01,2.87,6.1,4.19,0.0005,3.44,6.37,3.31,2.43,0.11,8.07,4.51,1.3,0.25,1.3,7.14,5.0,1.85,0.35,0.09
355,1948-06-01,2.84,0.82,,0.11,5.7,4.87,1.41,2.41,0.0005,1.72,11.68,3.7,2.84,0.66,,4.16,5.77,0.04,0.01
356,1948-07-01,10.01,3.98,2.24,0.79,3.08,5.06,1.28,1.53,0.0,3.42,8.89,2.33,0.71,0.0,3.65,4.98,4.81,2.39,0.0
357,1948-08-01,11.66,2.51,,0.25,2.65,4.48,2.17,3.77,0.0,4.65,4.18,1.29,1.54,0.0,6.78,2.63,3.05,2.47,0.0
358,1948-09-01,3.52,0.32,0.32,0.0005,1.24,0.48,0.0005,0.0,0.0,5.12,1.38,0.17,2.15,0.07,5.01,2.41,1.18,1.01,0.0
359,1948-10-01,5.14,,1.0,0.96,0.94,2.32,0.88,0.55,0.04,2.77,0.76,0.0,1.93,0.85,1.67,0.55,,1.21,0.03
360,1948-11-01,1.5,9.84,,0.0,6.05,2.81,0.75,1.2,0.0,6.57,3.15,0.06,0.1,0.83,8.79,12.57,0.15,0.26,0.0
361,1948-12-01,,3.15,,0.58,4.32,3.6,0.12,0.0005,0.0,4.16,1.98,0.0005,1.42,5.96,4.1,2.75,0.41,0.56,3.6
362,1949-01-01,,7.79,6.31,1.61,1.58,11.98,4.21,0.95,0.41,2.24,4.83,0.83,3.42,3.96,1.72,9.75,1.35,1.02,2.51
363,1949-02-01,6.57,2.91,,0.08,3.19,4.88,0.94,1.83,0.85,2.36,3.23,0.11,0.86,5.97,6.99,2.11,0.95,0.15,1.33
364,1949-03-01,1.51,4.66,,0.38,3.03,3.32,1.36,0.75,0.41,1.49,3.15,0.64,1.72,8.6,,5.57,0.1,0.13,2.36
365,1949-04-01,6.89,5.81,,0.18,3.78,3.2,1.92,1.94,0.0005,2.36,2.51,1.02,0.57,0.48,7.86,3.48,0.82,0.05,0.03
366,1949-05-01,0.94,3.54,2.9,0.17,3.74,5.7,9.36,1.66,0.47,4.83,6.23,1.63,2.24,2.09,1.38,3.95,5.15,0.24,1.11
367,1949-06-01,9.72,1.67,5.47,0.14,5.59,5.76,5.16,4.1,0.1,5.21,8.79,1.96,2.46,0.09,1.05,6.94,5.78,0.64,0.15
368,1949-07-01,4.44,5.3,1.13,0.36,6.21,2.06,0.31,4.4,0.0,5.19,2.85,1.75,0.68,0.01,3.75,3.13,3.92,1.87,0.0
369,1949-08-01,13.27,2.96,1.1,0.41,5.88,0.69,2.96,0.64,0.14,6.88,2.03,0.88,0.5,0.11,8.93,2.79,1.18,3.2,0.0
370,1949-09-01,2.98,3.07,0.49,0.89,4.16,3.07,1.89,2.86,,2.37,5.03,0.0,0.63,0.18,4.61,0.57,0.61,2.81,0.0
371,1949-10-01,2.98,10.73,,0.8,4.22,5.03,3.53,0.41,0.0,2.61,4.78,0.83,2.21,0.11,1.64,6.51,1.61,0.75,0.02
372,1949-11-01,2.96,0.48,,0.3,2.68,0.37,0.0,0.05,0.0,2.23,0.55,0.0,0.34,3.23,1.63,0.56,0.12,0.0005,2.12
373,1949-12-01,0.58,4.34,,0.92,1.96,2.83,1.44,0.34,0.05,1.57,3.9,0.02,0.85,3.3,1.93,6.63,0.49,0.77,4.45
374,1950-01-01,0.29,8.78,,0.32,3.94,9.91,0.64,0.0,0.0,2.05,4.86,0.08,0.75,11.52,3.2,11.2,0.05,0.02,3.5
375,1950-02-01,1.62,6.87,,1.0,3.2,6.39,0.97,0.0005,0.0,1.83,2.13,0.04,1.0,4.61,1.73,8.96,0.0,0.07,3.58
376,1950-03-01,4.43,4.95,,0.25,4.44,2.05,0.0005,0.0005,0.0,2.86,1.33,0.32,0.55,5.58,4.22,9.08,0.05,0.34,1.45
377,1950-04-01,2.84,,,0.0005,1.12,2.82,0.61,0.46,0.0,1.33,2.78,0.4,0.06,3.75,0.36,3.18,0.09,0.03,0.92
378,1950-05-01,3.37,5.86,,0.0005,3.79,7.55,3.3,0.19,0.0,4.73,6.08,0.91,0.41,1.77,4.67,3.59,1.01,0.04,0.14
379,1950-06-01,2.48,1.57,,0.1,5.48,4.17,2.12,1.77,0.0,1.93,7.46,1.47,0.06,0.2,4.97,2.63,2.02,0.31,0.03
380,1950-07-01,8.67,3.38,,0.93,4.32,12.24,8.92,11.19,0.7,7.27,7.96,3.35,0.81,0.14,6.94,2.26,12.17,2.39,0.05
381,1950-08-01,3.75,11.22,,0.45,2.07,6.12,2.08,0.84,0.0,3.32,12.53,2.77,0.09,0.1,5.77,3.99,1.13,1.31,0.0
382,1950-09-01,8.93,10.32,,0.87,1.73,4.53,1.1,2.41,0.52,3.87,3.41,1.9,1.34,0.2,3.88,4.65,2.36,1.24,0.45
383,1950-10-01,10.33,2.17,,0.0,2.2,1.34,0.0005,0.15,0.0,2.22,2.42,0.1,0.0,3.59,2.41,1.38,1.78,0.09,0.84
384,1950-11-01,0.13,2.35,1.39,0.03,1.67,1.38,0.02,0.0005,0.0,1.29,0.07,0.25,0.18,15.07,1.38,3.21,0.0,0.0005,1.3
385,1950-12-01,2.21,2.11,0.27,0.01,3.34,0.2,0.01,0.26,0.0,1.13,0.27,0.27,0.07,11.3,4.43,4.87,0.01,0.0005,0.22
386,1951-01-01,1.23,5.4,0.95,1.56,1.32,2.99,0.64,0.82,0.0,1.53,2.16,0.78,0.78,4.93,2.1,9.83,0.51,0.4,3.28
387,1951-02-01,1.3,2.4,2.83,0.12,1.9,5.99,1.58,0.3,0.05,1.64,6.22,0.12,0.64,3.58,2.53,4.18,0.71,0.17,1.73
388,1951-03-01,,2.54,1.43,0.2,5.37,1.32,1.65,0.85,0.0,3.09,1.66,0.29,0.59,2.57,5.16,4.16,0.15,0.72,0.96
389,1951-04-01,2.66,5.78,2.83,1.58,4.99,3.84,1.36,0.24,0.0005,2.69,2.69,0.64,0.59,3.51,3.45,4.2,0.05,0.63,1.77
390,1951-05-01,2.36,1.57,2.92,0.21,2.09,1.38,4.4,1.23,0.0,3.98,2.59,1.49,0.53,0.93,0.3,0.59,2.94,0.24,0.0
391,1951-06-01,2.74,7.44,7.22,0.0005,5.96,6.91,4.93,1.81,0.0,3.77,,3.73,0.12,0.75,4.85,2.31,0.72,0.0,0.0
392,1951-07-01,7.88,7.91,0.35,1.3,5.67,4.62,2.08,1.46,0.0005,6.67,,1.07,0.91,0.0,3.88,4.94,0.36,1.83,0.0
393,1951-08-01,6.78,0.72,0.8,5.33,1.12,6.32,1.47,0.12,0.0,6.73,1.81,2.12,2.7,0.0005,4.09,2.33,0.77,1.6,0.0
394,1951-09-01,5.73,5.32,4.26,0.33,3.69,2.89,2.05,0.08,0.0,1.4,6.02,0.27,0.39,0.0,3.83,3.18,0.23,0.63,0.0
395,1951-10-01,3.77,,2.17,0.8,1.1,8.65,3.65,0.76,0.06,2.21,4.56,0.71,0.94,1.76,1.53,1.07,1.48,0.98,0.93
396,1951-11-01,6.9,7.24,0.81,0.84,3.57,5.27,0.5,0.28,0.04,4.03,5.13,0.65,0.6,5.19,3.93,4.15,0.14,0.02,2.51
397,1951-12-01,2.66,6.02,0.27,0.55,4.85,1.87,0.0005,0.29,0.17,2.83,0.47,0.26,2.08,12.65,5.15,9.64,1.1,0.85,5.74
398,1952-01-01,2.18,4.94,0.51,0.43,3.55,,1.02,0.39,0.59,5.44,1.29,0.33,2.24,9.91,3.46,4.36,0.37,1.52,14.09
399,1952-02-01,6.08,4.7,4.11,0.36,1.9,1.47,0.8,0.3,0.0,2.89,2.12,0.25,0.24,3.31,3.86,4.4,0.32,0.15,0.55
400,1952-03-01,1.75,4.52,2.81,1.87,4.93,6.06,1.39,0.92,1.32,4.62,2.79,0.75,1.0,9.44,8.18,4.25,0.02,0.62,9.07
401,1952-04-01,2.89,4.25,7.02,2.25,2.53,7.76,3.25,1.67,0.39,6.64,2.71,1.5,1.05,2.94,4.78,3.82,2.49,0.99,2.73
402,1952-05-01,2.82,3.88,6.02,0.0,2.21,5.16,3.6,0.85,0.0,2.9,4.75,0.69,0.05,0.45,2.05,5.31,0.01,0.29,0.0
403,1952-06-01,5.35,0.72,0.88,0.11,1.82,0.32,0.54,1.33,0.0,2.56,0.5,0.0005,0.67,0.3,1.41,1.12,3.95,0.95,0.05
404,1952-07-01,4.65,4.32,0.17,1.46,2.23,3.2,1.62,2.38,0.13,6.39,2.51,0.22,1.71,1.59,2.56,4.06,1.49,1.49,0.05
405,1952-08-01,5.2,1.77,0.17,1.41,2.94,2.56,0.21,4.56,0.0,5.63,6.21,1.09,0.44,0.0005,6.65,1.39,6.34,1.07,0.0
406,1952-09-01,3.35,0.99,0.37,0.06,0.84,1.87,0.22,0.43,0.0,1.98,0.81,2.16,1.78,0.83,2.86,1.78,0.88,1.58,0.0005
407,1952-10-01,2.19,0.72,0.0,0.0,0.52,1.53,0.0,0.0,0.0,2.42,0.24,0.0005,0.0,0.14,0.88,0.42,0.0,0.0,0.0
408,1952-11-01,1.15,9.52,8.71,2.6,3.05,9.19,1.62,1.05,0.63,4.39,3.78,0.7,1.29,2.19,1.72,4.92,0.8,0.77,4.02
409,1952-12-01,1.14,4.25,8.0,0.51,2.78,2.65,1.65,0.41,0.31,2.62,1.44,0.16,0.97,7.25,4.59,3.54,0.42,0.16,5.5
410,1953-01-01,3.51,4.81,0.7,0.22,3.96,2.42,0.08,0.11,0.0,3.54,1.32,0.2,0.49,5.8,3.68,3.02,,0.04,1.7
411,1953-02-01,2.47,3.18,1.72,0.45,4.93,1.59,0.59,0.32,0.0,3.32,1.09,0.04,0.98,0.4,5.25,6.38,0.2,0.38,
412,1953-03-01,2.8,6.8,2.36,0.62,3.43,7.12,1.04,0.33,0.0,4.1,5.57,1.6,0.47,2.78,4.71,7.11,0.69,0.91,0.68
413,1953-04-01,10.03,6.86,3.83,0.02,2.0,7.94,2.2,0.33,0.0,3.45,6.99,1.68,1.09,3.25,3.91,7.67,0.39,0.56,1.88
414,1953-05-01,0.39,7.37,4.99,0.11,3.99,3.6,1.52,1.32,0.0,3.1,3.78,2.93,0.08,1.83,3.97,14.27,1.85,0.1,0.05
415,1953-06-01,6.66,0.19,0.51,0.0,3.05,0.12,5.55,0.16,0.0,3.94,0.49,0.34,0.04,1.3,4.77,0.21,,0.3,0.02
416,1953-07-01,7.06,3.9,2.76,0.74,3.65,6.25,3.69,3.67,0.0005,1.42,1.5,0.96,3.09,0.93,5.38,3.36,2.88,4.84,0.0
417,1953-08-01,13.35,1.36,2.4,0.53,1.68,1.31,1.13,2.78,0.0,3.47,3.26,4.2,3.64,0.02,0.59,1.09,2.13,1.66,0.0
418,1953-09-01,10.38,,3.95,0.0,2.41,0.44,0.08,0.0005,0.0,5.3,1.12,0.0005,0.06,0.16,7.14,1.59,0.0,0.0,0.0
419,1953-10-01,1.64,1.37,3.21,0.0005,0.95,1.64,5.08,0.56,0.0005,0.52,3.22,0.53,2.51,0.91,0.0,1.4,1.28,0.21,0.0
420,1953-11-01,4.53,2.18,1.11,0.07,1.0,2.28,0.77,0.53,0.0005,1.87,0.84,1.34,0.89,2.77,0.68,2.91,,0.34,2.83
421,1953-12-01,10.24,5.26,2.35,0.07,2.54,1.98,0.26,0.98,0.0,2.83,1.43,0.78,0.52,1.92,8.11,5.12,,0.59,0.07
422,1954-01-01,0.79,8.2,1.32,0.88,8.45,6.18,0.04,0.2,1.11,4.03,2.91,0.4,0.85,6.47,2.9,5.61,0.21,0.17,6.42
423,1954-02-01,1.39,0.75,0.98,0.58,1.62,1.81,0.02,0.11,0.0,2.0,1.34,0.03,0.4,6.92,1.6,1.98,,0.06,4.09
424,1954-03-01,2.13,1.81,0.8,1.22,7.07,1.77,0.24,0.02,0.31,2.37,1.5,0.34,1.97,8.56,3.58,1.32,,1.25,5.25
425,1954-04-01,1.74,4.87,2.99,0.02,3.12,5.36,3.22,0.56,0.0,2.74,4.36,0.1,0.62,2.27,2.71,4.59,1.02,0.0,0.66
426,1954-05-01,1.38,6.18,3.66,0.11,2.81,5.8,7.06,3.16,0.0,5.69,4.04,1.94,0.94,0.1,2.16,4.8,0.77,0.23,0.06
427,1954-06-01,2.62,0.64,0.86,0.02,2.51,2.1,0.63,1.1,0.0,1.83,1.05,0.0,0.26,1.4,2.65,2.13,0.89,0.36,0.0005
428,1954-07-01,6.94,3.08,0.11,0.36,5.45,0.4,0.18,1.56,0.75,2.09,2.01,1.71,0.85,0.0,4.6,2.04,0.94,3.84,0.0
429,1954-08-01,2.76,0.04,0.53,0.55,3.42,3.04,1.14,2.14,0.0,3.45,2.17,0.69,0.41,0.0,3.58,0.3,11.25,1.52,0.0
430,1954-09-01,11.45,1.46,0.08,0.44,1.6,3.2,0.14,1.98,0.0,0.79,4.76,1.1,1.35,0.0,1.6,0.47,0.6,3.56,0.0
431,1954-10-01,1.07,3.3,5.21,0.12,1.95,,0.25,2.64,0.0,3.47,7.4,1.36,1.55,0.0,0.57,1.57,2.54,0.66,0.0
432,1954-11-01,0.89,2.49,3.0,0.0005,2.84,,0.2,0.5,0.75,1.62,0.37,0.03,0.63,3.7,2.53,1.99,0.0,0.0005,1.22
433,1954-12-01,3.51,5.3,0.47,0.01,2.38,6.55,0.82,0.03,0.0,2.64,4.04,0.2,1.37,5.79,1.71,3.09,0.1,0.24,1.43
434,1955-01-01,3.55,2.73,1.31,2.41,1.79,1.26,0.87,0.28,0.26,1.55,0.38,0.1,1.24,6.37,5.25,2.84,0.34,0.91,5.23
435,1955-02-01,2.79,6.5,3.36,0.09,3.73,4.47,1.58,0.07,0.0005,3.8,3.84,0.23,1.37,3.77,3.59,6.38,0.03,0.24,2.54
436,1955-03-01,1.22,4.39,,0.0005,6.33,6.98,0.52,0.14,0.0,2.87,5.33,0.12,0.0005,0.86,3.52,7.9,0.0005,0.0005,0.64
437,1955-04-01,1.03,4.51,,0.0005,3.78,2.79,0.47,0.79,0.13,2.61,3.03,0.25,0.38,5.03,4.69,10.03,0.27,0.04,3.35
438,1955-05-01,2.53,3.4,6.56,0.02,3.67,6.11,9.8,2.11,0.08,1.93,6.89,3.95,0.69,1.82,5.0,4.03,2.51,0.5,2.13
439,1955-06-01,5.12,1.94,4.48,0.95,2.65,3.45,5.18,0.5,0.0,3.64,6.53,0.7,0.07,0.0005,2.74,2.82,0.49,0.58,0.01
440,1955-07-01,3.73,5.9,2.37,4.19,2.5,1.99,1.68,2.12,0.0,10.44,0.8,0.17,0.39,0.0,5.3,4.59,3.16,3.87,0.0
441,1955-08-01,2.05,2.63,3.4,1.8,4.37,2.31,0.76,0.84,0.0,11.08,2.72,2.72,1.68,0.0,4.81,1.53,0.2,6.18,0.01
442,1955-09-01,5.99,4.35,2.63,0.0005,1.42,3.52,2.75,2.52,0.0,6.51,4.97,0.47,0.16,0.0005,1.35,4.66,2.54,0.22,0.02
443,1955-10-01,3.05,3.87,1.15,0.13,2.99,1.35,5.65,0.08,0.0,2.86,3.0,0.1,0.0005,0.09,5.31,1.78,0.47,1.4,0.0
444,1955-11-01,0.65,2.96,,0.05,2.72,2.19,0.0005,0.11,0.0005,2.02,0.07,0.15,1.09,4.42,2.64,3.57,0.0,0.08,0.55
445,1955-12-01,0.26,1.95,1.49,0.18,1.83,0.55,0.0005,0.1,0.0,1.1,0.28,0.08,0.95,29.61,0.59,2.27,0.0005,0.35,4.53
446,1956-01-01,3.08,2.67,3.17,0.67,1.7,1.6,0.33,0.01,0.0,1.93,1.28,0.41,1.64,10.37,1.88,2.9,,1.18,7.55
447,1956-02-01,3.13,8.57,1.71,0.64,5.39,7.16,0.79,0.66,0.0,4.19,1.23,0.43,0.17,2.71,6.75,10.74,,0.62,0.86
448,1956-03-01,1.35,3.2,0.09,0.0,4.53,1.8,0.15,0.05,0.0,2.63,0.51,0.38,0.08,0.29,4.99,2.79,,0.12,0.0005
449,1956-04-01,2.71,4.08,2.4,0.03,4.03,3.94,0.57,0.21,0.41,3.18,2.32,1.1,0.17,3.56,8.69,5.96,0.21,1.24,3.27
450,1956-05-01,3.56,1.89,2.2,0.0005,2.3,3.5,5.03,2.41,0.0,3.97,5.28,1.25,0.18,3.54,2.54,4.97,1.96,0.12,2.02
451,1956-06-01,10.03,2.15,0.78,0.01,1.57,3.15,0.32,1.7,0.0,3.17,3.72,0.22,0.16,0.1,1.3,3.71,1.54,0.92,0.0
452,1956-07-01,6.21,2.94,0.25,0.92,6.43,2.31,5.28,3.55,0.41,10.14,5.4,4.14,0.69,1.65,3.22,1.99,2.14,1.14,0.0
453,1956-08-01,1.17,1.99,2.49,0.46,1.23,2.48,,1.61,0.0,3.62,1.84,2.9,0.61,0.0,5.26,1.75,0.61,2.36,0.0
454,1956-09-01,8.14,1.39,0.13,0.02,4.92,1.89,0.26,0.06,0.0,4.98,0.52,0.03,0.0005,0.71,9.75,1.19,0.49,0.35,0.0
455,1956-10-01,9.68,2.68,2.34,0.06,1.3,3.87,2.47,0.16,0.0,5.23,2.75,0.14,0.91,3.25,1.97,1.41,0.74,0.21,0.12
456,1956-11-01,1.46,6.96,2.74,0.0,1.56,3.23,0.4,0.11,0.0,2.05,2.74,0.44,0.07,0.03,0.4,2.93,0.08,0.0005,0.0
457,1956-12-01,0.1,1.57,2.03,0.01,2.93,3.84,1.47,0.01,0.0,5.12,2.29,0.22,0.25,1.67,3.47,3.82,0.0005,0.0005,0.51
458,1957-01-01,0.33,4.42,1.87,1.57,4.44,3.98,0.34,0.28,0.45,3.29,1.7,0.15,4.07,5.03,4.24,7.72,0.0005,0.21,5.54
459,1957-02-01,2.76,4.94,2.1,0.21,5.76,4.5,0.98,0.26,0.0,5.34,3.94,0.05,0.69,6.54,1.44,6.79,0.25,0.31,4.11
460,1957-03-01,5.7,7.76,2.85,0.53,2.17,3.98,2.28,1.12,0.0,3.66,4.81,0.64,0.44,5.05,5.61,3.77,1.58,0.45,0.61
461,1957-04-01,3.43,11.89,12.98,0.12,7.46,14.63,9.95,1.33,0.37,2.02,9.76,4.4,2.14,2.34,2.5,7.0,1.0,0.17,1.64
462,1957-05-01,,5.89,6.71,0.43,3.51,10.09,11.68,1.88,0.41,3.32,13.79,2.43,1.65,4.85,5.73,2.73,5.14,0.75,1.25
463,1957-06-01,13.01,6.74,2.8,0.26,6.13,6.06,3.99,0.56,0.13,4.18,5.66,1.71,2.15,0.48,3.9,4.36,2.12,0.93,0.05
464,1957-07-01,4.72,2.65,1.43,0.72,1.68,1.37,1.36,2.84,0.0,3.03,1.86,2.61,1.15,0.0,1.21,3.56,0.83,2.86,0.0
465,1957-08-01,5.15,3.72,0.99,0.85,3.62,8.54,0.33,1.76,0.0,4.84,1.41,1.47,3.46,0.0,3.8,2.94,1.32,5.33,0.0
466,1957-09-01,5.76,7.97,3.78,0.0,5.27,6.6,,0.37,,5.33,3.16,0.82,0.0,0.09,5.81,4.74,0.3,0.22,0.0
467,1957-10-01,1.41,6.86,6.97,2.66,2.79,2.5,2.52,1.55,,4.94,1.57,1.15,3.84,1.54,3.5,6.58,3.05,1.51,2.26
468,1957-11-01,5.03,9.28,5.66,0.02,5.61,4.78,1.05,0.72,,5.11,2.28,1.0,1.42,2.05,6.59,11.68,,0.27,0.76
469,1957-12-01,1.63,4.13,1.1,0.23,4.19,1.56,0.15,0.04,,7.15,3.06,0.03,1.23,5.74,3.03,7.94,0.0,0.0005,5.97
470,1958-01-01,4.05,4.01,2.12,0.07,1.93,2.54,1.24,1.1,,2.36,0.64,0.66,0.59,5.79,4.49,2.84,1.3,0.6,3.24
471,1958-02-01,3.84,1.98,1.86,1.15,4.27,1.52,0.4,0.24,,3.87,0.92,0.37,1.66,9.75,5.14,2.74,0.25,0.63,9.72
472,1958-03-01,5.61,4.01,3.82,1.94,2.82,4.85,3.53,2.08,0.22,4.35,6.02,1.06,1.38,10.21,4.48,4.27,1.52,1.56,8.19
473,1958-04-01,7.23,8.91,5.78,0.89,4.32,5.78,2.7,1.89,0.3,5.08,2.8,0.8,0.61,7.45,8.17,8.69,1.01,0.69,9.01
474,1958-05-01,2.18,7.09,7.69,0.08,3.38,7.76,0.44,1.94,0.0,6.81,2.66,4.47,0.37,0.99,1.9,7.99,2.67,0.79,0.05
475,1958-06-01,4.93,7.37,1.24,0.05,2.99,6.49,6.35,2.79,0.0,5.34,8.74,2.05,0.14,1.13,4.46,5.95,4.38,0.5,0.0
476,1958-07-01,6.08,,3.51,0.31,9.15,7.39,3.3,2.73,0.08,4.12,,6.18,0.95,0.66,8.65,10.21,1.78,3.78,0.0
477,1958-08-01,8.71,4.27,1.54,0.72,3.14,1.48,0.22,2.77,0.06,8.71,1.38,1.14,0.18,0.1,6.89,2.55,1.15,2.78,0.0005
478,1958-09-01,1.24,10.08,5.44,2.25,1.45,4.37,1.33,2.29,0.15,1.62,2.34,0.35,1.69,1.62,1.1,8.74,6.04,2.05,0.88
479,1958-10-01,1.48,0.97,1.12,0.5,2.26,1.72,0.78,0.63,0.16,3.5,0.92,0.69,1.19,0.02,0.8,0.91,0.71,1.62,0.16
480,1958-11-01,1.6,3.72,2.87,0.16,,5.19,0.33,0.42,0.4,1.59,2.68,1.0,0.58,1.29,0.51,5.37,0.56,0.17,0.08
481,1958-12-01,2.18,1.52,1.15,0.0,3.41,0.92,0.71,0.63,0.0,4.93,1.34,0.1,0.0005,1.1,3.8,1.38,0.03,0.1,0.0005
482,1959-01-01,,2.3,0.06,0.23,3.15,0.85,0.13,0.39,0.21,1.41,1.13,1.15,0.33,5.74,3.37,4.27,0.0005,0.85,3.79
483,1959-02-01,4.74,5.27,3.37,0.63,2.62,1.87,0.26,0.11,0.36,2.33,2.58,0.46,1.54,9.48,5.99,5.93,0.07,0.38,6.55
484,1959-03-01,8.35,4.4,0.93,0.0,3.24,6.24,0.17,0.15,0.0005,2.88,2.6,0.23,0.0005,0.95,5.65,3.16,0.18,0.04,0.0
485,1959-04-01,4.31,4.36,5.1,0.05,4.73,4.02,1.53,0.67,0.0,4.76,3.5,0.97,0.73,2.55,2.95,3.91,0.47,0.78,1.32
486,1959-05-01,11.45,3.45,6.14,0.0005,3.36,5.5,9.75,1.34,0.0,0.99,6.1,2.15,0.02,1.0,4.33,1.74,1.79,0.0005,0.01
487,1959-06-01,3.49,6.08,6.24,0.0005,3.13,5.0,5.36,2.66,0.0,1.13,5.22,0.54,0.57,0.0,3.42,3.14,1.8,0.78,0.0
488,1959-07-01,5.92,3.69,2.26,0.45,3.21,7.53,7.59,0.9,0.0,12.92,5.3,1.35,0.22,0.02,7.44,5.3,5.47,3.45,0.0
489,1959-08-01,2.93,2.31,1.69,1.36,2.81,3.15,1.15,5.0,0.0005,2.82,0.51,1.97,1.8,0.18,1.91,1.35,2.24,4.03,0.0
490,1959-09-01,6.87,4.4,2.34,0.04,3.09,1.67,4.62,0.0005,0.52,2.46,10.42,1.4,0.45,5.17,14.96,6.11,0.53,0.19,0.31
491,1959-10-01,5.12,3.25,7.44,1.75,3.4,4.78,4.43,2.57,0.0,5.75,10.63,2.15,1.58,0.0,9.48,2.1,1.37,3.21,0.03
492,1959-11-01,2.78,1.67,0.61,0.43,1.7,3.53,0.09,0.17,0.0,6.14,2.41,0.46,0.39,0.0,0.66,2.41,0.05,0.3,0.0
493,1959-12-01,0.66,7.43,3.32,3.46,3.1,5.65,3.08,4.27,0.77,2.1,2.79,0.0005,3.13,1.29,2.02,5.13,1.26,0.98,1.36
